id,name,overview,tagline,first_air_date,vote_average,vote_count,popularity,original_language,status,type,number_of_seasons,number_of_episodes,networks,genres,production_companies,content_rating,top_cast,directors,writers,keywords
64254,Master of None,"30-year-old New York actor Dev takes on such pillars of maturity as the first big job, a serious relationship, and busting sex offenders on the subway.",This is Dev. He has a lot of questions.,2015-11-06,7.406,523,31.1717,en,Ended,Scripted,3,25,['Netflix'],"['Comedy', 'Drama']","['Universal Television', 'Fremulon', '3 Arts Entertainment', 'Oh Brudder Productions', 'Alan Yang Pictures']",,"['Lena Waithe', 'Naomi Ackie']",[],"['Igor Srubshchik', 'Dave Becky', 'Naomi Ackie', 'Aziz Ansari', 'Alan Yang', 'Lena Waithe', 'Michael Schur', 'David Miner']","['new york city', 'dating', 'thirty something']"
69470,Santa Clarita Diet,They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.,‘Til death?,2017-02-03,7.459,731,30.5586,en,Canceled,Scripted,3,30,['Netflix'],"['Comedy', 'Mystery', 'Crime']","['Flower Films', 'Kapital Entertainment', 'Garfield Grove', 'KatCo', 'Olybomb Productions']",,"['Drew Barrymore', 'Timothy Olyphant', 'Liv Hewson', 'Skyler Gisondo']",[],"['Victor Fresco', 'Chris Miller', 'Michael A. Ross', 'Clay Graham', 'Timothy Olyphant', 'Drew Barrymore', 'Aaron Kaplan', 'Tracy Katsky', 'Ember Truesdell']","['california', 'murder', 'zombie', 'cannibal', 'biting', 'family', 'real estate agent', 'playful', 'horrified', 'mocking', 'pessimistic']"
80169,The House of Flowers,The outward perfection of a family-run flower business hides a dark side rife with dysfunctional secrets in this darkly humorous comedy series.,,2018-08-10,7.8,898,30.0559,es,Ended,Scripted,3,33,['Netflix'],"['Drama', 'Comedy']","['Noc Noc Cinema', 'Woo Films']",,"['Aislinn Derbez', 'Dario Yazbek Bernal', 'Arturo Ríos', 'Paco León', 'Cecilia Suárez']",['Manolo Caro'],"['Gabriel Nuncio', 'María José Córdova', 'Rafael Ley']","['family business ', 'dysfunctional family', 'family relationships', 'sibling rivalry', 'transgender']"
80592,Harvey Street Kids,"Kids rule in a place called Harvey Street, where a trio of girls right wrongs, ice cream is always an option, and every day feels like Saturday.",,2018-06-29,8.0,11,30.0274,en,Returning Series,Scripted,4,52,['Netflix'],"['Animation', 'Comedy', 'Family', 'Kids', 'Action & Adventure']",['DreamWorks Animation'],,"['Stephanie Lemelin', 'Kelly McCreary', 'Lauren Lapkus', 'Grey DeLisle']",[],[],"['based on comic', 'female protagonist', '2010s']"
61967,Wet Hot American Summer: First Day of Camp,"It's the first day of camp in this outrageous prequel to the hilarious 2001 cult classic movie. And at Camp Firewood, anything can happen.",They're younger. They're hotter. They're wetter.,2015-07-31,6.408,207,29.8232,en,Ended,Miniseries,1,8,['Netflix'],['Comedy'],"['Abominable Pictures', 'Showalter Wain', 'Principato-Young Entertainment']",,"['Janeane Garofalo', 'Molly Shannon', 'Paul Rudd', 'Christopher Meloni', 'Ken Marino']",[],"['Michael Showalter', 'Jonathan Stern', 'Peter Principato', 'Howard Bernstein', 'David Wain']","['musical', 'summer camp', 'rivalry', 'miniseries', 'camp', 'summer', 'counselor', 'camp counselor', '1980s']"
78798,Busted!,"Suspense, surprises and fun abound in this Korean variety game show featuring big personalities and even bigger mysteries in every episode.",,2018-05-04,7.9,36,29.6874,ko,Ended,Reality,3,28,['Netflix'],"['Comedy', 'Mystery']",['Company Sang Sang'],,"['Yoo Jae-suk', 'Park Min-young', 'Sehun', 'Kim Se-jeong', 'Lee Kwang-soo']","['Kim Joo-hyung', 'Jo Hyo-jin', 'Jang Hyuk-jae']",[],"['detective', 'whodunit', 'variety show']"
63314,Club de Cuervos,"When the patriarch of a prominent family dies, his heirs battle to determine who will gain control of his beloved soccer team: The Cuervos of Nuevo Toledo.",,2015-08-07,8.4,303,29.6337,es,Ended,Scripted,4,45,['Netflix'],"['Drama', 'Comedy']",['Alazraki Films'],,"['Luis Gerardo Méndez', 'Mariana Treviño', 'Stephanie Cayo', 'Jesús Zavala', 'Alosian Vivancos']",[],[],"['sibling relationship', 'mexico', 'football (soccer)']"
157221,My Dad the Bounty Hunter,An intergalactic bounty hunter takes dad duty to new extremes when his two kids accidentally hitch a ride with him to outer space and crash his mission.,Defending the galaxy is a family affair.,2023-02-09,8.078,51,29.0661,en,Canceled,Scripted,2,19,['Netflix'],"['Action & Adventure', 'Comedy', 'Animation', 'Family', 'Kids']","['Dwarf Animation Studio', 'Alchemy Engine', 'Rough & Tumble Productions']",,"['Laz Alonso', 'Priah Ferguson', 'JeCobi Swain', 'Yvette Nicole Brown', 'Yvonne Orji']",[],"['Everett Downing Jr.', 'Patrick Harpin']","['bounty hunter', 'alien', 'outer space']"
76874,Alexa & Katie,Lifelong best friends Alexa and Katie are eagerly anticipating the start of their freshman year of high school. The pals confront a crisis that leaves them feeling like outsiders at a time when what seems to matter most is fitting in.,Friendship is the best medicine.,2018-03-23,8.2,203,28.8889,en,Ended,Scripted,4,39,['Netflix'],['Comedy'],['Vanity Logo Productions'],,"['Paris Berelc', 'Isabel May', 'Tiffani Thiessen', 'Emery Kelly', 'Finn Carr']",[],[],"['cancer', 'female protagonist']"
85922,Space Force,A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency — Space Force — ready for lift-off.,Not even gravity can keep them down.,2020-05-29,6.528,749,28.8547,en,Canceled,Scripted,2,17,['Netflix'],"['Comedy', 'Drama']","['3 Arts Entertainment', 'Deedle-Dee Productions', 'Film Flam']",,"['Steve Carell', 'John Malkovich', 'Ben Schwartz', 'Diana Silvers', 'Tawny Newsome']",[],"['Brent Forrester', 'Greg Daniels', 'Howard Klein', 'Ken Kwapis', 'Steve Carell', 'Norm Hiscock']","['moon', 'satire', 'scientist', 'space race', 'military', 'workplace comedy', 'space comedy', 'space program']"
236235,The Gentlemen,"When aristocratic Eddie inherits the family estate, he discovers that it's home to an enormous weed empire — and its proprietors aren't going anywhere.",A new class of criminal.,2024-03-07,7.859,583,27.8795,en,Returning Series,Scripted,2,8,['Netflix'],"['Comedy', 'Drama', 'Crime']","['Moonage Pictures', 'Miramax']",,"['Theo James', 'Kaya Scodelario', 'Daniel Ings', 'Joely Richardson', 'Vinnie Jones']",[],"['Guy Ritchie', 'Matthew Read', 'Will Gould', 'Ivan Atkinson', 'Marc Helwig', 'Marn Davies', 'Bill Block', 'Frith Tiplady']","['aristocrat', 'based on movie', 'irreverent', 'offbeat', 'hilarious']"
77076,The Joel McHale Show with Joel McHale,"Trending news, pop culture, social media, original videos and more come together in host Joel McHale's weekly comedy commentary show.",,2018-02-18,5.985,34,27.6218,en,Canceled,Talk Show,1,19,['Netflix'],"['Comedy', 'Talk']","['Pygmy Wolf Productions', 'Free Period Productions', 'Feigco Entertainment', 'Lionsgate Television']",,['Joel McHale'],['Liz Plonka'],[],"['pop culture', 'social media']"
53606,Love,Rebellious Mickey and good-natured Gus navigate the thrills and agonies of modern relationships.,,2016-02-19,7.164,299,27.4923,en,Ended,Scripted,3,34,['Netflix'],"['Comedy', 'Drama']","['Legendary Television', 'Apatow Productions']",,"['Gillian Jacobs', 'Paul Rust', 'Chris Witaske', ""Claudia O'Doherty""]",[],[],"['love', 'romance', 'hollywood', 'los angeles, california', 'couple', 'addict', 'millennials']"
80743,Insatiable,"A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.",A coming of rage story.,2018-08-10,7.8,1651,27.0631,en,Canceled,Scripted,2,22,['Netflix'],"['Drama', 'Comedy']","['Ryan Seacrest Productions', 'Storied Media Group', 'CBS Studios']",,"['Debby Ryan', 'Dallas Roberts', 'Kimmy Shields', 'Christopher Gorham', 'Alyssa Milano']",[],"['Andrew Fleming', 'Todd Hoffman', 'Scott King', 'Lauren Gussis', 'Andrea Shay', 'Nina Wass', 'Rick Cleveland']","['beauty contest', 'high school', 'bullying', 'revenge', 'murder', 'dark comedy', 'pageant', 'teenage girl', 'lawyer', 'female protagonist', 'eating disorder', 'weight loss', 'throuple', 'female rage']"
76205,Trolls: The Beat Goes On!,"Queen Poppy tries to keep Troll Village's peace with the Bergens by inviting them to parties, playing their sports and preventing crime.",,2018-01-19,7.8,49,27.0418,en,Ended,Scripted,8,103,['Netflix'],"['Animation', 'Comedy', 'Family']",['DreamWorks Animation Television'],,"['Amanda Leighton', 'Skylar Astin', 'Ron Funches']",[],[],[]
76705,Pinky Malinky,"Pinky Malinky sees the bright side of everything, including being born a hot dog. With his BFFs in tow, this little wiener takes a bite out of life.",,2019-01-01,4.9,12,26.9104,en,Returning Series,Scripted,3,59,['Netflix'],"['Animation', 'Kids', 'Comedy']",['Nickelodeon Productions'],,[],[],[],"['surrealism', 'slice of life', 'mockumentary', 'middle school', 'hot dog', 'nicktoon']"
87093,Family Reunion,"Family Reunion follows a family of six who travel from Seattle, Washington to Columbus, Georgia for the McKellan Family Reunion and decide to stay to be closer to their family.",Gonna need two plates for this one.,2019-07-10,8.1,102,26.8681,en,Ended,Scripted,3,44,['Netflix'],['Comedy'],"['Mega Diva', 'Strange Fruit Films']",,"['Tia Mowry', 'Anthony Alabi', 'Talia Jackson', 'Cameron J. Wright', 'Jordyn Raya James']",[],['Meg DeLoatch'],"['seattle, washington', 'georgia', 'family', 'family reunion', 'sitcom', 'extended family', 'free spirited', 'christopher columbus']"
100349,Mulligan,"In this satirical comedy, when most of Earth is destroyed by aliens, can a few survivors rebuild what’s left of America and form a more perfect union?",,2023-05-12,5.7,28,26.8262,en,Returning Series,Scripted,1,20,['Netflix'],"['Animation', 'Comedy']","['Universal Television', 'Little Stranger', 'Bevel Gears', '3 Arts Entertainment', 'Bento Box Entertainment', 'Means End Productions']",,"['Nat Faxon', 'Chrissy Teigen', 'Tina Fey', 'Sam Richardson', 'Dana Carvey']",[],"['Tina Fey', 'Sam Means', 'Robert Carlock', 'Joel Kuwahara', 'Eric Gurian', 'Scott Greenberg', 'David Miner']","['adult animation', 'alien attack']"
67780,Easy,"This eclectic, star-studded anthology follows diverse Chicagoans fumbling through the modern maze of love, sex, technology and culture. First dates, friends with benefits, couples with kids. Whatever your relationship status is, it's always complicated.",,2016-09-22,6.057,149,25.9407,en,Ended,Scripted,3,25,['Netflix'],"['Comedy', 'Drama']",['Sparrow Grass'],,[],[],[],"['chicago, illinois', 'anthology', 'relationship', 'topical']"
195926,Samurai Rabbit: The Usagi Chronicles,"A teenage rabbit aspiring to become a real samurai teams up with new warrior friends to protect their city from Yokai monsters, ninjas and evil aliens.",,2022-04-28,6.1,31,25.7824,en,Ended,Scripted,2,20,['Netflix'],"['Animation', 'Action & Adventure', 'Comedy']","['Atomic Monster', 'Dark Horse Entertainment', 'Gaumont', 'Gaumont']",,"['Darren Barnet', 'Aleks Le', 'Mallory Low', 'Keone Young', 'Shelby Rabara']",[],"['Christophe Riandée', 'Chris Tongue', 'Keith Goldberg', 'Daniel Fujii', 'Mike Richardson', 'Rob Hackett', 'Terry Kalagian', 'James Wang', 'Nicolas Atlan', 'James Wan', 'Candie Langdale', 'Michael Clear', 'Doug Langdale', 'Sidonie Dumas', 'Stan Sakai']","['samurai', 'katana', 'based on comic', 'ronin', 'feudal japan', '3d animation']"
132141,Maya and the Three,A spirited princess with the heart of a warrior embarks on a mission to fulfill an ancient prophecy and save humanity from the wrath of vengeful gods.,Fate never met a team like this.,2021-10-22,7.86,316,25.3581,en,Ended,Miniseries,1,9,['Netflix'],"['Animation', 'Family', 'Action & Adventure', 'Comedy', 'Kids']",['Tangent Animation'],,"['Zoe Saldaña', 'Jorge R. Gutierrez', 'Sandra Equihua', 'Dee Bradley Baker', 'Diego Luna']",[],['Jorge R. Gutierrez'],"['magic', 'legend', 'kingdom', 'princess', 'god', 'battle', 'warrior']"
83127,The Politician,Payton has known since childhood that he's going to be president. First he'll have to navigate the most treacherous political landscape: high school.,We promise you bi partisanship.,2019-09-27,7.0,210,25.1715,en,Ended,Scripted,2,15,['Netflix'],['Comedy'],"['Fox 21 Television Studios', 'Ryan Murphy Television', 'Brad Falchuk Teley-vision', 'Prospect Films']",,"['Ben Platt', 'Judith Light', 'Lucy Boynton', 'Zoey Deutch', 'Julia Schlaepfer']",[],[],"['husband wife relationship', 'politics', 'high school', 'satire', 'twins', 'adoptee', 'santa barbara, california']"
75907,Mystery Science Theater 3000,"The cult hit returns! Captured by mad scientists, new host Jonah survives a blitz of cheesy B movies by riffing on them with his funny robot pals.",,2017-04-14,7.73,37,25.17,en,Canceled,Scripted,2,20,['Netflix'],"['Comedy', 'Sci-Fi & Fantasy']",['Alternaversal Productions'],,"['Felicia Day', 'Patton Oswalt', 'Jonah Ray Rodrigues', 'Baron Vaughn', 'Hampton Yount']",[],[],"['future', 'puppet', 'film in film', 'robot', 'campy']"
129604,"Ada Twist, Scientist",Pint-sized scientist Ada Twist and her two best friends are asking big questions — and working together to discover the truth about everything!,She's got the formula for fun!,2021-09-28,6.2,12,25.079,en,Returning Series,Scripted,4,61,['Netflix'],"['Kids', 'Animation', 'Comedy', 'Family']","['Laughing Wild', 'Higher Ground', 'Wonder Worldwide']",,"['Amanda Christine', 'Nicholas Crovetti']",[],"['Barack Obama', 'Andrea Beaty', 'Tonia Davis', 'Chris Nee', 'Michelle Obama', 'Mark Burton', 'Priya Swaminathan', 'David Roberts']","['education', 'friendship', 'scientist', 'smart']"
94252,Human Resources,"Lovebugs, Hormone Monsters and a parade of other creatures juggle romance, workplace drama and their human clients' needs in this ""Big Mouth"" spinoff.",Being human is hard… that’s where they come in.,2022-03-18,6.517,120,24.9172,en,Ended,Scripted,2,20,['Netflix'],"['Animation', 'Comedy']","['Brutus Pink', 'Titmouse']",,"['Aidy Bryant', 'Randall Park', 'Keke Palmer', 'David Thewlis', 'Brandon Kyle Goodman']",[],"['Jennifer Flackett', 'Andrew Goldberg', 'Mark Levin', 'Kelly Galuska', 'Nick Kroll']","['monster', 'spin off']"
136752,Dogs in Space,"In the not-so-distant future, genetically enhanced dogs are sent across the universe in search of a new home for the human race. It’s a giant cosmic game of fetch, as the canines seek a planet that will save humanity and - more importantly - let them return to their beloved owners.",Fetch — a new planet for us all!,2021-11-18,7.6,64,24.4196,en,Canceled,Scripted,2,20,['Netflix'],"['Comedy', 'Animation', 'Action & Adventure', 'Family', 'Sci-Fi & Fantasy', 'Kids']","['Atomic Cartoons', 'GrizzlyJerr Productions']",,"['Haley Joel Osment', 'Sarah Chalke', 'Kimiko Glenn', 'Chris Parnell', 'David López']",[],"['Matthew Berkowitz', 'Jeremiah Cortez', 'Adam Henry', 'Jennifer Twiner McCarron']","['space travel', 'space', 'scientist', 'dog', 'family', 'earth in peril', 'voyage', 'space adventure', 'anime', 'action adventure', 'science fiction', 'fantastic', 'animation', 'dogs']"
84154,3Below: Tales of Arcadia,"After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.",,2018-12-21,7.4,123,24.3544,en,Ended,Scripted,2,26,['Netflix'],"['Animation', 'Family', 'Comedy', 'Sci-Fi & Fantasy']","['DreamWorks Animation', 'DreamWorks Animation Television', 'Double Dare You']",,"['Tatiana Maslany', 'Frank Welker', 'Cheryl Hines', 'Glenn Close', 'Diego Luna']",[],[],"['based on novel or book', 'prince', 'bodyguard', 'villain', 'princess', 'extraterrestrial', 'alien', 'fugitive', 'dark secret', 'brother sister relationship', 'tales of arcadia']"
138600,Saturday Morning All Star Hits!,"Wildly irreverent and slightly disturbing, this adult animation, live-action hybrid celebrates the campy, Saturday-morning shows of the '80s and '90s.",,2021-12-10,5.556,18,24.2867,en,Ended,Scripted,1,8,['Netflix'],"['Comedy', 'Animation']","['Bento Box Entertainment', 'Broadway Video', 'Universal Television']",,"['Kyle Mooney', 'Beck Bennett', 'Maurice LaMarche', 'Eric Bauza', 'Cree Summer']",['Dave McCary'],"['Kyle Mooney', 'Katy Jenson', 'Scott Gairdner', 'Joel Kuwahara', 'Lorne Michaels', 'Andrew Singer', 'Dave McCary', 'Scott Greenberg', 'Ben Jones']","['adult animation', 'live action and animation', 'irreverent']"
